li-fuman-e	li-fum-an-e
i-mi-sebenzi	i-mi-sebenzi
ya-u-mu-buso	ya-u-mu-buso
ku-fanel-e	ku-fanel-e
i-phendul-e	i-phendul-e
i-enz-e	ya-enz-e
i-si-khathesi	i-si-khathisi
ku-b-e	ku-b-e
ng-esithuthuk-is-a	nga-i-si-thuthuk-is-
u-ku-sebenz-a	u-ku-sebenz-a
i-kghono	i-kghono
e-i-li-dluleleko	e-i-li-dlulelo
na-u-ku-sebenz-a	na-u-ku-sebenz-a
ngu-a-ma-andla	nga-a-ma-andla
a-ba-sebenzi	a-ba-sebenz-i
ba-u-mu-buso	b-o-i-m-buso
a-ba-zi-nikeleko	a-ba-zi-ikeleko
a-ba-nekghono	aba-nekghono
na-batjheja	na-batjheja
za-i-zi-akhamuzi	za-i-zi-akhamuzi
u-rhulumende	u-rhulumende
u-qalene	u-qal-an-ile
na-u-ku-thuthuk-is-w-a	na-u-ku-thuthuk-is-w-a
na-u-ku-sebenzis-a	na-u-ku-sebenz-is-a
i-hlelo	i-hlelo
le-tuthuko	l-e-tuthukko
la-u-mu-buso	la-u-mu-buso
e-i-li-zakubeka	eli-zaku-bek-a
i-kambiso	i-ka-mbiso
na-a-ma-zinga	na-a-ma-zinga
wa-a-ba-sebenzi	wa-a-ba-sebenzi
ba-u-mu-buso	ba-u-mu-buso
yo-ke	yo-ke
i-mi-khakha	i-mi-khakha
phambili	phambili
na-i-mi-zamo	na-i-mi-zamo
ya-ithu	y-e-thu
y-oukuruthul-a	ya-u--u-ruthul-a
u-ku-khohl-akal-a	u-ku-khol-akal-a
e-i-mi-sebenzi-ini	e-i-mi-sebenzi-ini
y-o-i-kuthenga	ya-u-ku-theng-a
na-i-yamathenda	na-i-n-maathenda
na-i-kwenzeni	na-i-kunenz-a
i-i-m-bawo	i-i-mbawo
ze-encwadi	ze-encwadi
zo-ku-tjhayela	za-u-ku-tjhayela
i-i-m-bonelelo	i-i-mu-bonello
za-i-si-ondlo	za-i-ondlo
i-i-m-pasa	i-i-m-pasa
hlanga-ana	hlangan-a
nga-i-n-gepumelelo	nga-i-ngepumelelel
u-rhulumende	u-rhulumende
a-yenz-ako	a-y-enzako
k-eminy-e	ke-emi-nye
i-mi-khakha	i-mi-khakha
i-v-ek-e	i-vek-e
le	le
si-phelis-e	si-phel-is-e
i-m-badela	i-mb-daela
ya-i-si-ondlo	ya-i-si-ondlo
e-i-khwayanisiweko	e-i-khwaaanisweko
e-izii32	ezi-ziv
eli-nga-ni-selw-a	eli-nga-nis-el-w-a
e-engid-ini	e-engidini
i-komiti	i-komiti
ya-ithu	y-e-thu
y-a-bongqongqotjhe	y-abongoongooontooooooooooooooooooooooo
e-qal-an-ile	e-qal-an-ile
na-u-ku-khohlakal-a	na-u-ku-khohlakal-a
i-tjheja	i-tjheja
zo-ku-ruthula	za-u-kuuruthul-a
u-ku-khohl-akal-a	u-ku-khol-akal-a
si-nga-enz-a	si-nga-enz-a
oku-nengi	oku-nengi
b-a-kwethu	ba-kwethu
n-jengalokh-a	njenga-lokkh-a
na-zi	na-zi-i
s-ethul-a	sa-ithula
y-o-i-kurhabako	y-o-i-kurhabako
ka-u-mongameli	ka-a-mongaameii
u-ku-enz-a	u-ku-enz-a
u-rhulumende	u-rhulumende
ka-u-mongameli	ka-a-mongameli
ba-fikelel-ek-e	ba-fikelelek-e
e-u-mu-phakathi-ini	e-i-m--hakathini
na-u-ku-siz-a	na-u-ku-siz-a
u-ku-sus-a	u-ku-sus-a
zo-ku-lethwa	za-u-ku-leth-w-a
e-bantw-ini	e-bant-w-ini
lo	lo
u-jamel-e	u-jam-el-e
u-ku-zi-mis-el-a	u-ku-zi-misel-a
kwa-ithu	kw-e-thu
u-ku-enz-a	u-ku-enz-a
i-zin-tho	i-zintho
u-enz-e	wa-enz-e
u-m-ahluko	u-ma-hluko
e-pilw-eni	e-i-li-wwo-ini
ama-nengi	a-manengi
si-nga-bal-a	si-nga-bal-a
u-ksz	u-kuz(
bu-ziw-e	bu-zi-w-e
ng-alek-a	nga-lek-a
w-e-mount	w-e-mountu
u-m-tatwakhe	u-mtatwakhe
wawu-bik-a	wa-wu-bik-a
nga-i-n-mali	nga-i-m-mali
w-o-i-m-yenakhe	wa-o----neakhhe
o-walal-ako	owaalalako
loyo	lo-yoo
ku-ab-a	kwa-baa
wa-u-ku-thom-a	wa-u-ku-thom-a
e-sa-wubamb-ako	e-s-wubbambako
nga-i-li-langa	nga-i-li-langa
la-u-ku-thom-a	la-u-ku-thom-a
la-u-mu-sebenzi	la-u-mu-sebenzi
lo	lo
hlanga-ana	hlangan-a
na-thi	na-th-i
e-i-n-tambama	e-n-tambama
namhlanje	na-mhlanje
hlanga-ana	hlangan-a
na-thi	na-th-i
ku-nonom	ku-nooo
o-wa-siz-w-a	o-wa-siz-w-a
u-ku-thol-a	u-ku-thol-a
i-pasa	i-pasa
eya-msiz-a	e-y-m--siz-a
ukobana	u-koban-a
a-zitlolis-e	a-zi-tlolise
njenga-u-m-fundi	njenga-u-mu-nuni
e-i-yunivesithi	e-i-li-y-nvvesithi
y-e-thekhnoloji	y-e-thekhholoiiii
e-i-setshwane	essetsh-w-e
lezi	la-i-li
zi-i-m-bonelo	zi-i-mb-oonlo
ezin-bili	ezi-mbili
hlanga-ana	hlangan-a
na-i-zi-nengi	na-ezzinenengi
ezi-b-e	e-i--e
na-ezin-nye	na-ez-i-nye
s-itshway-a	si-tshw-aya
u-bu-thakathaka	u-bu-thakathak-a
e-ku-fanel-e	e-ku-fanel-e
bu-lungisw-e	bu-lungis-w-e
nga-u-ku-khulum-is-an-a	nga-u-ku-khulum-is-a--a-a
na-u-somlomo	na-u-soomlom
si-mem-e	si-m-eme
aba-suk-a	aba-suk-a
e-i-palamende	e-i-lalamend-e
i-li-ziko	i-zi-ko
ukobana	u-kobana
a-ma-lunga	a-ma-lunga
a-y-ozibon-el-a	a-yo-zi-bon-el-a
u-m-sebezi	u-mu-sebezi
o-wenziw-ako	o-w-enziwwako
b-a-kwethu	ba-kwethu
na-bang-a-ni	na-banga-ni
ng-endlal-e	nga-end-dlale
a-ma-phuzu	a-ma-phuzu
wa-a-ma-hlelo	wa-a-mh-hllo
wa-ithu	w-e-thu
wa-u-lu-nyaka	wa-y-nyaka
nga-u-ku-zi-boph-elel-a	nga-u-ku-zi-bopheel-a
kwa-ithu	kw-e-thu
nga-u-ku-hlanganyel-a	nga-u-ku-hlanganyen-a
njenga-u-rhulumende	njengorhulumee
wa-a-ba-ntu	wa-a-ba-ntu
b-e-sewula	be-s-e-ula
i-khulumo	i-ku-lumo
i-nikel-a	i-nikel-a
i-si-thombe	i-si-thomb-e
sa-i-li-hlelo	sa-i-li-hlelo
la-ithu	lethhu
la-u-mu-sebenzi	la-u-mu-sebenzi
a-b-ongqongqotjh-e	a-bongoongqottjhintni
b-azakwethul-a	ba-zaku-ehul-a
i-mi-niningo-ana	i-mi-nining-wana
a-i-si-eleko	e-s-li-eeko
e-enkulum-eni	e-enku-lum-a-ini
za-bo	za-bo
ze-sabelomali	ze-sabelomali
ku-sinyikhaba	ku-si-i-nikhab-a
k-ilonyak-a	ki-lo-n-y-kka
o-phezulu	o-phezulu
s-izatshway-a	si-zatsh--w-a
i-li-langa	i-langa
l-o-i-kukhumbula	la-u-ku-khumbul-a
u-nyaka	u-nyaka
s-e-lokho	sa-i-li-kho
kwa-fik-a	kwa-fik-a
lokhu	la-u-khu
ku-nikel-a	ku-nik-el-a
i-thuba	i-li-thuba
lo-i-kutjheja	l-o-i-kutjheja
u-ku-qakath-ek-a	u-ku-qakath-ek-a
wa-u-mu-phakathi	wa-u-mu-phakthi
wa-mandiy-a	wa-a-ma-ndaya
e-i-mi-khakha-ini	e-i-mi-khakh-a-ini
ya-i-mi-sebenzi	ya-i-mi-sebenzi
a-a-ma-bubulo	a-ma-bubulo
i-li-sayensi	i-si-yanesi
i-mi-dlalo	i-mi-dlalo
i-kolo	i-kolo
u-bu-kghwari	u-bu-kghwari
ya-u-ku-qin-is-a	ya-u-ku-qinis-a
i-n-thando	i-n-thando
ya-en-nengi	ya-en-nngi
ya-ithu	y-e-thu
b-a-kwethu	ba-kwethu
na-bang-a-ni	na-banga-nn
a-ngi-thath-e	a-ngi-thath-e
ngi-dlulis-e	ngi-dlulis-e
wa-ithu	w-e-thu
o-ku-nezwelo	o-ku-nezwelo
na-a-ba-ntu	na-a-ba-ntu
b-e-haiti	b-e-hiti
n-gehlek-elel-e	nga-e-li-elelelee
e-i-baveleleko	e-b-veleleko
ukobana	u-kobana
za-ithu	za-thu
zo-ku-hlenga	za-u-ku-hleng-a
za-kghona	za-kghona
u-ku-yokusiza	u-ku-yo-ku-iz-a
ngi-thand-a	ngi-thand-a
u-ku-hloniph-a	u-ku-hloniph-a
nga-u-ku-khethekileko	nga-u-ku-khetekiko
o-hlal-a	o-hlal-a
ze-hlekelele	zi-ehlekel-el-e
a-thuthukis-e	a-thuthuk-is-e
na-i-n-embombono	na-i-n-mbombono
ya-u-mu-phakathi	ya-u-mu-phakathi
o-tjhejako	o-tjhejako
s-amukel-a	sa-amukel-a
nga-i-n-dlini	nga-i-n-dlluni
le	le
na-mhlanjesi	na-mhlaanjesi
u-dorh	u-dorh
i-m-tiaz	i-mutazz
s-o-i-oliman	s-o-i-oliman
li-the	the
u-ku-banjw-a	u-ku-bamb-w-a
kw-e-pha-liswano	kw-e-phaliswwano
le-bhegere	le-bhegere
y-e-pha-si	y-e-pha-si
y-e-fifa	y-e-fff-a
k-wenz-a	ku-enz-a
u-nyaka	u-nyaka
u-bengewokwenza	u-be-nene-wkkenn
ku-si-theth-e	ku-si-theth-e
i-mi-nyaka	i-mi-nyaka
a-emi-nengi	e-emi-nengi
si-hlel-el-a	si-hlelee-a
i-bhegere	i-bhegere
y-e-pha-si	y-e-pha-si
si-sa-lelw-e	si-sa--el-w-e
zi-i-n-yanga	zi-i-nyanga
e-i-entathu	e-enathu
si-zi-misel-e	si-zi-misel-e
u-ku-enz-a	u-ku-enz-a
i-pha-liswaneli	i-phalisw-anile
li-b-e	li-b-e
za-u-ku-pheph-a	za-u-ku-pheph-a
na-u-ku-hlel-w-a	na-u-ku-hlel-w-a
kwa-i-mi-niningo-ana	kw-e-mii-ninnngo-ana
s-ekulungis-iw-e	si-se-ku-lungis-iw-w-e
u-ku-qinisek-is-a	u-ku-qinisek-is-a
e-i-li-yipumelelo	eli-yi-pumelelo
njenga-i-si-tjhaba	njenga-i-si-thaba
s-okuthokoz-a	sa-u-ku-thokoz-a
i-komiti	i-komiti
ya-i-li-khaya	ya-i-li-khaya
y-a-malungiselelo	ya-a-ma-lungiselelo
nga-u-m-sebenzabo	nga-u-mu-sebenzabo
omu-hle	omu-hle
si-fisel-a	si-fisel-a
u-sihlalo	u-si-hlalo
w-e-komiti	w-e-komiti
ya-i-li-khaya	ya-i-li-khaya
y-a-malungiselelo	ya-a-ma-lungilelelo
k-hoz-a	khoz-a
i-si-khulu	i-si-khulu
u-danny	u-danya
na-u-m-banduli	na-u-mu-aandli
w-e-bafana	w-e-bafana
u-carlos	u-carlos
Alberto	a-li-erto
oku-hle	oku-hl-e
kodwa	kw-o-dwa
e-enyang-eni	e-en-anngeni
u-m-and-el-a	u-ma-ndela
wa-dlal-a	w-adlal-a
i-n-ndima	i-n-dima
e-ku-siz-e-ni	e-u-ku-zi-a-ini
bonyana	b-o-i-nyana
i-thumb-e	i-thumb-e
a-ma-lungelo	a-ma-lungelo
wa-u-ku-bamb-a	wa-u-ku-bamba
u-mu-nyany-a	u-lu-nyanya
omu-khulu	ommkkhulu
lo	lo
n-galokhok-e	ngalokkhkk-e
ku-fanel-e	ku-fanel-e
si-enz-e	sa-inz-e
le-bhegere	le-bhegere
y-e-pha-si	y-e-pha-si
li-b-e	li-b-e
za-khamuzi	za-k-khamuzi
a-si-sek-el-e	a-si-sek-el-e
s-enarh-a	s-e-narha
i-ba-fan-a	i-bafan-a
ng-ingomuny-e	ngi-ngomunny-e
wa-labo	wa-labo
a-bakholw-a	aba-khol-w-a
ba-oni-ana	b-o-i-nyana
i-ba-fan-a	i-bafan-a
i-zok-wez-a	i-zo-ku-ez-a
i-i-m-anga	i-i-m-anga
oku-qakath-ek-e	oku-qakath-ek-e
khulu	khulu
i-thikithi	i-thikith-i
e-sandl-eni	e-i-li-ndlea-ini
b-a-kwethu	ba-kwethu
asi-thengen-i	a-si-theng-eni
a-ma-thikithi	a-ma-thikithi
so-ke	so-ke
nga-i-si-khathi	nga-i-si-khathi
s-enzelel-e	si-enz-elleeee
u-ku-y-a	u-ku-y-a
e-i-mi-dlalo-ini	e-mid-lalw-eni
n-jengalokh-a	njenga-lokkh-a
si-giding-a	si-giding-a
ku-kamadiba	ku-kamaadiia
na-mhlanjesi	na-mhlanjesi
si-zibophel-el-a	si-zi-bopheelel-a
e-ku-buyisan-eni	e-u-ku-yi-san-a-ini
ubu-n-y-e	u-buny-e
b-e-sitjhaba	b-e-sitjhaba
u-ku-ngabandlululani	u-ku-ngabandlul-----la
na-u-ku-akh-a	na-u-ku-akh-a
i-ku-sas-a	i-ku-sas-a
eli-hle	eli-hle
n-jengamasewul-a	njenga-a-s-wwulwu
aba-nzima	aba-nzi-a
na-bamhlophe	na-ammhlophe
si-hlahl-w-a	si-hlahl-w-a
u-m-adiba	u-ma-diba
a-kukhulum-ako	a-ku-khulumako
ukuthi	u-ku-th-i
ngi-ya-m-dzubhul-a	ngi-ya-a-mu-buhulula
nga-i-si-khathi	nga-i-si-khathi
s-e-pilo	s-e-pilo
y-a-mi	ya-mi
yo-ke	yo-ke
ng-izinik-el-e	ngi-zi-nikel-e
e-ku-zabalazel-eni	e-u-ku-za-aalazel-el-a
a-ba-ntu	aba-ntu
b-e-afrika	be-afrika
ngi-lw-e	ngi-wee
na-u-ku-b-a	na-u-ku-b-a
nga-ehl-a	nga-i-li-hla
kw-a-bamhlophe	kw-a-bam-hlphee
ng-alw-a	nga-l-w-a
na-u-ku-b-a	na-u-ku-b-a
nga-ehl-a	nga-i-li-hla
ngi-thabel-a	ngi-thabel-a
i-bhudango	i-bhudango
la-u-mu-phakathi	la-u-mu-phakathi
wa-i-n-thando	w----ntando
ya-en-nengi	ya-en-nengi
na-u-khululekileko	na-u-khululekelelo
lapho	la-pho
bo-ke	bo-ke
a-ba-ntu	aba-ntu
ba-phil-a	ba-phil-a
nga-u-ku-thul-a	nga-u-ku-thul-a
b-a-namathuba	ba-na-a-ma-tha
a-lingan-ako	a-linganako
ku-libhudango	ku-libhudango
engi-themb-a	e-ngi-themb-a
ukobana	u-kobana
n-gizaliphil-el-a	ngi-zaliphhilee-a
ngi-li-fikel-el-e	ngi-li-feelel-el-a
kodwana	kw-o-dwana
na-ku-kghonakalako	na-kukghonakllko
ku-libhudango	ku-libhudango
e-ngizimisel-e	e-ngz--ii-el-e
u-ku-lifela.	u-ku-li-flala
njenga-u-ku-khuthazwa	njenga-u-ku-khuthu-ah
ya-ithu	y-e-thu
u-m-adiba	u-ma-diba
ku-yihlonipho	ku-yi-hlonipho
ki-mi	ku-mi
u-ku-nikel-a	u-ku-nik-el-a
i-khulumo	i-ku-lumo
y-o-i-n-yaka	ya-y-nyaka
k-izozok-e	ki-zo-ookk-e
i-i-n-kutani	i-i-n-kutani
za-ithu	za-thu
e-i-zi-dumileko	e-i-zd-mulekeko
na-i-zi-ngakadumi	na-i-zin-gaaaadumiii
na-i-zi-ngaziwako	na-i-zingazzikoko
asi-sebenzen-i	a-si-sebenz-e-ini
so-ke	so-ke
u-ku-enz-a	u-ku-enz-a
u-nyaka	u-nyaka
lo	lo
wa-u-ku-enz-a	wa-u-ku-enz-a
u-b-e	u-b-e
nga-u-nepumelelo	nga-u-na-emuelelo
